actors;;;date;movie;press_rating;producer;spectators_rating
648,Alexandra Lamy ; Mélanie Doutey ; Julie Ferrier ;01-janv-14;Jamais le premier soir;2,1;Melissa Drigeard;3
649,Ryan Gosling ; Kristin Scott Thomas ; Vithaya Pansringarm ;22-mai-13;Only God Forgives;3,4;Nicolas Winding Refn;2,3
650,Geoffrey Rush ; Jim Sturgess ; Sylvia Hoeks ;16-avr-14;The Best Offer;3,3;Giuseppe Tornatore;4,2
651,Bradley Cooper ; Ed Helms ; Zach Galifianakis ;29-mai-13;Very Bad Trip 3;2,3;Todd Phillips;3,1
652,Vin Diesel ; Paul Walker ; Dwayne Johnson ;22-mai-13;Fast & Furious 6;3;Justin Lin;4,1
653,Paulina García ; Sergio Hernandez ; Marcial Tagle ;19 février 2014;Gloria;3,7;Sebastián Lelio;3
654,Hugh Jackman ; Tao Okamoto ; Rila Fukushima ;24-juil-13;Wolverine : le combat de l'immortel;2,5;James Mangold;3,3
655,Karen Gillan ; Brenton Thwaites ; Katee Sackhoff ;03-mars-15;The Mirror;;Mike Flanagan;3,5
656,Jaden Smith ; Will Smith ; Sophie Okonedo ;05-juin-13;After Earth;2,4;M. Night Shyamalan;2,3
657,Tom Hanks ; Emma Thompson ; Paul Giamatti ;05-mars-14;Dans l'ombre de Mary - La promesse de Walt Disney;3,5;John Lee Hancock;4,3
658,Robert Sheehan ; Dev Patel ; Zoë Kravitz ;12 décembre 2017;The Road Within;;Gren Wells;4,1
659,Dylan O'Brien ; Aml Ameen ; Will Poulter ;15-oct-14;Le Labyrinthe;3,4;Wes Ball;3,8
660,Eddie Redmayne ; Felicity Jones ; Tom Prior ;21-janv-15;Une merveilleuse histoire du temps;3,3;James Marsh;4,3
661,Jude Law ; Scoot McNairy ; Ben Mendelsohn ;14-oct-15;Black Sea;;Kevin Macdonald;2,9
662,Matthew McConaughey ; Anne Hathaway ; Michael Caine ;05-nov-14;Interstellar;3,8;Christopher Nolan;4,5
663,Kyan Khojandi ; Damon Gameau ; Hugh Jackman ;24-janv-18;Sugarland;3,5;Damon Gameau;4,1
664,Keanu Reeves ; Michael Nyqvist ; Alfie Allen ;29-oct-14;John Wick;2,9;David Leitch;3,6
665,Ben Affleck ; Rosamund Pike ; Neil Patrick Harris ;08-oct-14;Gone Girl;4;David Fincher;4,3
666,Christian Clavier ; Chantal Lauby ; Ary Abittan ;16-avr-14;Qu'est-ce qu'on a fait au Bon Dieu?;3,8;Philippe de Chauveron;3,8
667,Domhnall Gleeson ; Alicia Vikander ; Oscar Isaac ;03-juin-15;Ex Machina;3,3;Alex Garland;3,9
668,Chris Pratt ; Zoe Saldana ; Dave Bautista ;13 août 2014;Les Gardiens de la Galaxie;3,8;James Gunn (II);4,2
669,Nicole Kidman ; Colin Firth ; Mark Strong ;24-sept-14;Avant d'aller dormir;2,3;Rowan Joffe;3,3
670,Viviane Pascal ; Antoine-Olivier Pilon ; Anne Dorval ;08-oct-14;Mommy;4,3;Xavier Dolan;4,5
671,Mark Ruffalo ; Zoe Saldana ; Imogene Wolodarsky ;08-juil-15;Daddy Cool;3,5;Maya Forbes;3,5
672,Benedict Cumberbatch ; Keira Knightley ; Matthew Goode ;28-janv-15;Imitation Game;3,4;Morten Tyldum;4,3
673,Miles Teller ; J.K. Simmons ; Paul Reiser ;24 décembre 2014;Whiplash;4,1;Damien Chazelle;4,5
674,Shailene Woodley ; Ansel Elgort ; Nat Wolff ;20 août 2014;Nos étoiles contraires;2,8;Josh Boone;4,3
675,Annabelle Wallis ; Ward Horton ; Alfre Woodard ;08-oct-14;Annabelle;2,1;John R. Leonetti;2,2
676,Shailene Woodley ; Theo James ; Kate Winslet ;09-avr-14;Divergente;2,5;Neil Burger;3,9
677,Adam Sandler ; Drew Barrymore ; Bella Thorne ;12-sept-14;Famille recomposée;;Frank Coraci;3,1
678,Scarlett Johansson ; Morgan Freeman ; Min-sik Choi ;6 août 2014;Lucy;2,6;Luc Besson;3
679,Louane Emera ; Karin Viard ; François Damiens ;17 décembre 2014;La Famille Bélier;3,7;Eric Lartigau;4
680,Pio Marmai ; Lannick Gautry ; Adrianna Gradziel ;28-janv-15;Toute première fois;3,1;Noémie Saglio;3,4
681,Reese Witherspoon ; Gaby Hoffmann ; Laura Dern ;14-janv-15;Wild;3;Jean-Marc Vallée;3,8
682,Ricardo Darín ; Oscar Martinez ; Leonardo Sbaraglia ;14-janv-15;Les Nouveaux sauvages;3,5;Damián Szifron;4,1
683,Kheiron ; Leïla Bekhti ; Gérard Darmon ;04-nov-15;Nous trois ou rien;3,6;Kheiron;4,4
684,Benicio Del Toro ; Josh Hutcherson ; Claudia Traisac ;05-nov-14;Paradise Lost;2,9;Andrea Di Stefano;3,6
685,Brad Pitt ; Shia LaBeouf ; Logan Lerman ;22-oct-14;Fury;3,3;David Ayer;4,1
686,Christian Bale ; Joel Edgerton ; John Turturro ;24 décembre 2014;Exodus: Gods And Kings;3,2;Ridley Scott;2,9
687,Min-sik Choi ; Ryu Seung-Ryong ; Ku Jin ;06-juil-16;Myeong-ryang;;Han-min Kim;3,3
688,Jean Dujardin ; Gilles Lellouche ; Benoît Magimel ;3 décembre 2014;La French;3,7;Cédric Jimenez;4,1
689,Jonny Weston ; Sofia Black D'Elia ; Michelle DeFraites ;25 février 2015;Projet Almanac;2;Dean Israelite;3,4
690,Michael Keaton ; Zach Galifianakis ; Edward Norton ;25 février 2015;Birdman;4;Alejandro González Iñárritu;3,9
691,Kyan Khojandi ; Maxime Baudouin ; Damien Ferrette ;11 février 2015;Les Nouveaux Héros;3,8;Don Hall;4,3
692,Lily Collins ; Sam Claflin ; Christian Cooke ;28-oct-15;Love, Rosie;;Christian Ditter;4,2
693,Chris Evans ; Scarlett Johansson ; Anthony Mackie ;26-mars-14;Captain America, le soldat de l'hiver;3,2;Anthony Russo;4
694,Michael Pitt ; Brit Marling ; Astrid Bergès-Frisbey ;24-sept-14;I Origins;3;Mike Cahill (II);4,1
695,Sullivan Stapleton ; Eva Green ; Lena Headey ;05-mars-14;300 : La naissance d'un Empire;2,5;Noam Murro;3,3
696,Michelle Monaghan ; James Marsden ; Liana Liberato ;24-avr-15;Une seconde chance;;Michael Hoffman;4
697,Tom Cruise ; Emily Blunt ; Bill Paxton ;04-juin-14;Edge Of Tomorrow;3,5;Doug Liman;4,1
698,Jake Gyllenhaal ; Rene Russo ; Riz Ahmed ;26-nov-14;Night Call;3,8;Dan Gilroy;4,1
699,Maika Monroe ; Keir Gilchrist ; Daniel Zovatto ;4 février 2015;It Follows;4,4;David Robert Mitchell;3,4
700,Denzel Washington ; Chloë Grace Moretz ; Marton Csokas ;01-oct-14;Equalizer;3,1;Antoine Fuqua;4
701,Ethan Hawke ; Sarah Snook ; Noah Taylor ;1 décembre 2014;Predestination;;Michael Spierig;3,9
702,Jack O'Connell ; Domhnall Gleeson ; Garrett Hedlund ;07-janv-15;Invincible;3;Angelina Jolie;4,1
703,Diego Luna ; Zoe Saldana ; Channing Tatum ;22-oct-14;La Légende de Manolo;3,6;Jorge R. Gutierrez;4
704,Vincent Cassel ; François Cluzet ; Lola Le Lann ;24-juin-15;Un moment d'égarement;2,6;Jean-François Richet;3,3
705,Anne Hathaway ; Lola Kirke ; Mary Steenburgen ;24-juin-15;Song One;;Kate Barker-Froyland;2,7
706,Andy Serkis ; Jason Clarke ; Gary Oldman ;30-juil-14;La Planète des singes : l'affrontement;3,6;Matt Reeves;4
707,Shane Harper ; Kevin Sorbo ; David A.R. White ;20-sept-17;Dieu n'est pas mort;;Harold Cronk;3,5
708,Catherine Deneuve ; Rod Paradot ; Benoît Magimel ;13-mai-15;La Tête haute;3,9;Emmanuelle Bercot;4,1
709,Chloë Grace Moretz ; Mireille Enos ; Joshua Leonard ;17-sept-14;Si je reste;2,9;R.J. Cutler;4
710,Marcin Dorocinski ; Patrick Wilson ; Maja Ostaszewska ;30-nov-17;Jack Strong;;Wladyslaw Pasikowski;
711,Andrew Garfield ; Emma Stone ; Jamie Foxx ;30-avr-14;The Amazing Spider-Man : le destin d'un Héros;3;Marc Webb;3,6
712,Clovis Cornillac ; Mélanie Bernier ; Lilou Fogli ;06-mai-15;Un peu, beaucoup, aveuglément;3,4;Clovis Cornillac;3,7
713,Essie Davis ; Noah Wiseman ; Daniel Henshall ;30-juil-14;Mister Babadook;3,5;Jennifer Kent;2,8
714,Vincent Cassel ; Léa Seydoux ; André Dussollier ;12 février 2014;La Belle et La Bête;3,1;Christophe Gans;3,1
715,Aaron Taylor-Johnson ; Bryan Cranston ; Ken Watanabe ;14-mai-14;Godzilla;3,5;Gareth Edwards (II);2,9
716,Angelina Jolie ; Elle Fanning ; Sharlto Copley ;28-mai-14;Maléfique;3,5;Robert Stromberg;3,9
717,Jennifer Lawrence ; Josh Hutcherson ; Liam Hemsworth ;19-nov-14;Hunger Games - La Révolte : Partie 1;3;Francis Lawrence;3,4
718,Hugh Jackman ; James McAvoy ; Michael Fassbender ;21-mai-14;X-Men: Days of Future Past;3,8;Bryan Singer;4,2
719,Joséphine Japy ; Lou de Laâge ; Isabelle Carré ;12-nov-14;Respire;3,5;Mélanie Laurent;3,9
720,Jeff Bridges ; Meryl Streep ; Brenton Thwaites ;29-oct-14;The Giver;2,3;Phillip Noyce;3,5
721,Pierre Niney ; Ana Girardot ; André Marcon ;18-mars-15;Un homme idéal;3,2;Yann Gozlan;3,7
722,Martin Freeman ; Richard Armitage ; Evangeline Lilly ;10 décembre 2014;Le Hobbit : la Bataille des Cinq Armées;3,6;Peter Jackson;4
723,Cameron Diaz ; Jason Segel ; Rob Corddry ;10-sept-14;Sex Tape;2,2;Jake Kasdan;1,9
724,Michelle Monaghan ; Alan Tudyk ; Sean Astin ;14-mai-14;La Ligue des justiciers : Guerre;;Jay Oliva;3,8
725,Thomas Blumenthal ; Alice Isaaz ; Jean-Baptiste Lafarge ;02-avr-14;La Crème de la Crème;3,3;Kim Chapiron;3,1
726,Ellar Coltrane ; Patricia Arquette ; Ethan Hawke ;23-juil-14;Boyhood;4;Richard Linklater;4,2
727,Donald Reignoux ; Emmanuel Jacomy ; Julien Kramer ;02-juil-14;Dragons 2;4;Dean DeBlois;4,4
728,Zoey Deutch ; Lucy Fry ; Sarah Hyland ;05-mars-14;Vampire Academy;1,8;Mark Waters;3,1
729,Alex Pettyfer ; Gabriella Wilde ; Bruce Greenwood ;11-juin-14;Un Amour sans fin;1,8;Shana Feste;3,6
730,Alexander Fehling ; André Szymanski ; Friederike Becht ;29-avr-15;Le Labyrinthe du silence;4;Giulio Ricciarelli;4,2
731,Johnny Depp ; Rebecca Hall ; Paul Bettany ;25-juin-14;Transcendance;2,1;Wally Pfister;2,8
732,Dany Boon ; Alice Pol ; Kad Merad ;26 février 2014;Supercondriaque;2,4;Dany Boon;2,9
733,Omar Sy ; Charlotte Gainsbourg ; Tahar Rahim ;15-oct-14;Samba;3,6;Eric Toledano;3,4
734,Mads Mikkelsen ; Eva Green ; Jeffrey Dean Morgan ;27 août 2014;The Salvation;3;Kristian Levring;3,6
735,Isabelle Adjani ; Vanessa Paradis ; Sylvie Testud ;04-juin-14;Sous Les Jupes Des Filles;2,3;Audrey Dana;2,7
736,Rachel Melvin ; Cortney Palm ; Lexi Atkins ;17 février 2015;Zombeavers;;Jordan Rubin;
737,James Franco ; Seth Rogen ; Lizzy Caplan ;28-janv-15;L’ Interview qui tue !;2,1;Seth Rogen;3,2
738,Guillaume Gallienne ; Hugh Bonneville ; Sally Hawkins ;3 décembre 2014;Paddington;4;Paul King;3,9
739,Julianne Moore ; Kristen Stewart ; Kate Bosworth ;18-mars-15;Still Alice;3,2;Richard Glatzer;4,1
740,Iko Uwais ; Julie Estelle ; Yayan Ruhian ;23-juil-14;The Raid 2;3,7;Gareth Evans;4,2
741,Brenton Thwaites ; Beau Knapp ; Olivia Cooke ;29-janv-15;The Signal;;William Eubank;2,7
742,Cameron Diaz ; Leslie Mann ; Kate Upton ;18-juin-14;Triple alliance;2,7;Nick Cassavetes;3
743,Luke Evans ; Sarah Gadon ; Dominic Cooper ;01-oct-14;Dracula Untold;2,2;Gary Shore;3,3
744,Benoît Poelvoorde ; Yolande Moreau ; Catherine Deneuve ;02-sept-15;Le Tout Nouveau Testament;3,2;Jaco van Dormael;2,5
745,Liam Neeson ; Julianne Moore ; Scoot McNairy ;26 février 2014;Non-Stop;2,9;Jaume Collet-Serra;3,9
746,Alicia Vikander ; Kit Harington ; Taron Egerton ;23-sept-15;Mémoires de jeunesse;3,6;James Kent;4
747,Rickson Tevez ; Eduardo Luis ; Gabriel Weinstein ;12-nov-14;Favelas;2,8;Stephen Daldry;3,8
748,Melvil Poupaud ; Dominique Blanc ; Diane Rouxel ;16-sept-15;Fou d'amour;3,4;Philippe Ramos;3,2
749,Robert De Niro ; Anne Hathaway ; Rene Russo ;07-oct-15;Le Nouveau stagiaire;2,9;Nancy Meyers;3,8
750,Will Smith ; Alec Baldwin ; Albert Brooks ;09-mars-16;Seul contre tous;2,9;Peter Landesman;3,9
751,Sharlto Copley ; Dev Patel ; Hugh Jackman ;04-mars-15;Chappie;3,3;Neill Blomkamp;3,7
752,Colin Firth ; Samuel L. Jackson ; Taron Egerton ;18 février 2015;Kingsman : Services secrets;3,9;Matthew Vaughn;4,3
753,Jamie Dornan ; Dakota Johnson ; Jennifer Ehle ;11 février 2015;Cinquante Nuances de Grey;2,1;Sam Taylor-Johnson;2,6
754,Daisy Ridley ; John Boyega ; Adam Driver ;16 décembre 2015;Star Wars - Le Réveil de la Force;4;J.J. Abrams;3,7
755,Matt Damon ; Jessica Chastain ; Kristen Wiig ;21-oct-15;Seul sur Mars;3,4;Ridley Scott;4,1
756,Isabelle Huppert ; Laurent Lafitte ; Anne Consigny ;25-mai-16;Elle;4,3;Paul Verhoeven;3,4
757,Brie Larson ; Jacob Tremblay ; Joan Allen ;09-mars-16;Room;3,6;Lenny Abrahamson;4,4
758,Claudio Santamaria ; Luca Marinelli ; Ilenia Pastorelli ;03-mai-17;On l’appelle Jeeg Robot;3,3;Gabriele Mainetti;3,4
759,Robert Downey Jr. ; Chris Evans ; Mark Ruffalo ;22-avr-15;Avengers : L'ère d'Ultron;2,9;Joss Whedon;3,9
760,Charlotte Le Bon ; Pierre Niney ; Mélanie Laurent ;17-juin-15;Vice Versa;4,7;Pete Docter;4,3
761,Jason Clarke ; Jake Gyllenhaal ; Josh Brolin ;23-sept-15;Everest;2,9;Baltasar Kormákur;3,9
762,Leonardo DiCaprio ; Tom Hardy ; Domhnall Gleeson ;24 février 2016;The Revenant;3,8;Alejandro González Iñárritu;4,2
763,Dylan O'Brien ; Ki Hong Lee ; Kaya Scodelario ;07-oct-15;Le Labyrinthe : La Terre brûlée;3;Wes Ball;3,5
764,Tomer Sisley ; Terence Yin ; Pascal Greggory ;05-avr-17;Le Serpent aux mille coupures;3;Eric Valette;2,4
765,Ben Foster ; Chris O'Dowd ; Guillaume Canet ;16-sept-15;The Program;3,6;Stephen Frears;3,5
766,Karl Glusman ; Aomi Muyock ; Klara Kristin ;15-juil-15;Love;3,3;Gaspar Noé;3,2
767,Jean-Paul Rouve ; Isabelle Nanty ; Claire Nadeau ;3 février 2016;Les Tuche 2 - Le rêve américain;2,8;Olivier Baroux;2,7
768,Emily Blunt ; Benicio Del Toro ; Josh Brolin ;07-oct-15;Sicario;4;Denis Villeneuve;3,9
769,Tom Cruise ; Jeremy Renner ; Simon Pegg ;12 août 2015;Mission: Impossible - Rogue Nation;3,7;Christopher McQuarrie;4
770,Gaspard Schlatter ; Sixtine Murat ; Paulin Jaccoud ;19-oct-16;Ma Vie De Courgette;4,4;Claude Barras;4,4
771,Samuel L. Jackson ; Kurt Russell ; Jennifer Jason Leigh ;06-janv-16;Les Huit salopards;3,3;Quentin Tarantino;4,1
772,Tom Hardy ; Emily Browning ; Paul Anderson (XVIII) ;20-janv-16;Legend;3;Brian Helgeland;3,8
773,Michael Keaton ; Mark Ruffalo ; Rachel McAdams ;27-janv-16;Spotlight;4;Tom McCarthy;4,2
774,Liam Neeson ; Ed Harris ; Joel Kinnaman ;11-mars-15;Night Run;2,5;Jaume Collet-Serra;3,4
775,Sami Bouajila ; Guillaume Gouix ; Redouane Behache ;04-mai-16;Braqueurs;3,3;Julien Leclercq;3,6
776,Hafsia Herzi ; Ash Stymest ; Karole Rocher ;7 décembre 2016;Sex Doll;2,5;Sylvie Verheyde;2,2
777,Mia Wasikowska ; Tom Hiddleston ; Jessica Chastain ;14-oct-15;Crimson Peak;3,4;Guillermo del Toro;3,6
778,Dwayne Johnson ; Carla Gugino ; Alexandra Daddario ;27-mai-15;San Andreas;2,8;Brad Peyton;3
779,Héloïse Martin ; Sylvie Testud ; Cyril Gueï ;26-oct-16;Tamara;3,2;Alexandre Castagnetti;3,9
780,Bradley Cooper ; Sienna Miller ; Luke Grimes ;18 février 2015;American Sniper;3,8;Clint Eastwood;4,1
781,Channing Tatum ; Mila Kunis ; Sean Bean ;4 février 2015;Jupiter : Le destin de l'Univers;3;Lilly Wachowski;2,5
782,Eddie Redmayne ; Alicia Vikander ; Ben Whishaw ;20-janv-16;The Danish Girl;2,7;Tom Hooper;4,1
783,Jake Gyllenhaal ; Rachel McAdams ; Forest Whitaker ;22-juil-15;La Rage au ventre;3,4;Antoine Fuqua;4,3
784,Loubna Abidar ; Asmaa Lazrak ; Halima Karaouane ;16-sept-15;Much Loved;4;Nabil Ayouch;3,5
785,Anthony Hopkins ; Jeffrey Dean Morgan ; Abbie Cornish ;09-sept-15;Prémonitions;2,8;Afonso Poyart;3,5
786,Orelsan ; Gringe ; Seydou Doucouré ;9 décembre 2015;Comment c’est loin;3,4;Orelsan;4,1
787,Christian Bale ; Steve Carell ; Ryan Gosling ;23 décembre 2015;The Big Short : le Casse du siècle;3,5;Adam McKay;3,6
788,Koji Yakusho ; Aoi Miyazaki ; Shôta Sometani ;13-janv-16;Le Garçon et la Bête;4;Mamoru Hosoda;4,4
789,Mélanie Laurent ; Cyril Dion ; Jeremy Rifkin ;2 décembre 2015;Demain;3,8;Cyril Dion;4,6
"790,,7 février 2018,Rita et Crocodile,,Siri Melchior,""3,2""";;;;;;;
791,Philippe Lacheau ; Alice David ; Vincent Desagnat ;2 décembre 2015;Babysitting 2;2,2;Nicolas Benamou;3,6
792,Édgar Ramírez ; Luke Bracey ; Ray Winstone ;3 février 2016;Point Break;2;Ericson Core;2,4
793,Pilou Asbæk ; Lars Mikkelsen ; Gustav Dyekjaer Giese ;17-oct-17;Invasion day;;Roni Ezra;3
794,Chris Pratt ; Bryce Dallas Howard ; Nick Robinson ;10-juin-15;Jurassic World;2,9;Colin Trevorrow;3,6
795,Vincent Cassel ; Emmanuelle Bercot ; Louis Garrel ;21-oct-15;Mon Roi;3,2;Maïwenn;4
796,Bradley Cooper ; Sienna Miller ; Daniel Brühl ;04-nov-15;A vif !;2,3;John Wells;3
797,Henry Cavill ; Armie Hammer ; Alicia Vikander ;16-sept-15;Agents très spéciaux - Code U.N.C.L.E;3,3;Guy Ritchie;4
798,Paul Rudd ; Evangeline Lilly ; Corey Stoll ;14-juil-15;Ant-Man;3,3;Peyton Reed;3,9
799,Michael B. Jordan ; Sylvester Stallone ; Tessa Thompson ;13-janv-16;Creed - L'Héritage de Rocky Balboa;3,6;Ryan Coogler;4,3
800,Keanu Reeves ; Lorenza Izzo ; Ana de Armas ;23-sept-15;Knock Knock;2,4;Eli Roth;2
801,Güneş Nezihe Şensoy ; Doğa Zeynep Doğuşlu ; Elit İşcan ;17-juin-15;Mustang;4;Deniz Gamze Ergüven;4,3
802,Vin Diesel ; Paul Walker ; Jason Statham ;01-avr-15;Fast & Furious 7;3,6;James Wan;4,1
803,Olivia DeJonge ; Ed Oxenbould ; Deanna Dunagan ;07-oct-15;The Visit;3,4;M. Night Shyamalan;3
804,Pierfrancesco Favino ; Elio Germano ; Claudio Amendola ;9 décembre 2015;Suburra;3,6;Stefano Sollima;4,1
805,Tilda Swinton ; Ralph Fiennes ; Dakota Johnson ;06-avr-16;A Bigger Splash;2,3;Luca Guadagnino;2,6
806,Lyndsy Fonseca ; Michael Doneger ; Bruce Campbell ;12 décembre 2016;The Escort;;Will Slocombe;3,1
807,Daniel Craig ; Christoph Waltz ; Léa Seydoux ;11-nov-15;007 Spectre;3;Sam Mendes;3,5
808,Ola Rapace ; Micha Lescot ; Thierry Hancisse ;23-nov-16;Arès;3,1;Jean-Patrick Benes;3,5
809,Catherine Frot ; André Marcon ; Michel Fau ;16-sept-15;Marguerite;4;Xavier Giannoli;3,7
810,Tom Hanks ; Mark Rylance ; Scott Shepherd (II) ;2 décembre 2015;Le Pont des Espions;3,9;Steven Spielberg;4
811,Tom Hardy ; Charlize Theron ; Zoë Kravitz ;14-mai-15;Mad Max: Fury Road;4,4;George Miller;4,2
812,Will Smith ; Margot Robbie ; Rodrigo Santoro ;25-mars-15;Diversion;2,7;Glenn Ficarra;3,2
813,Chris Hemsworth ; Tang Wei ; Leehom Wang ;18-mars-15;Hacker;3,2;Michael Mann;2,5
814,Kev Adams ; Jean-Paul Rouve ; Vanessa Guide ;14-oct-15;Les Nouvelles Aventures D'Aladin;2,8;Arthur Benzaquen;1,9
815,George Clooney ; Hugh Laurie ; Britt Robertson ;20-mai-15;À la poursuite de demain;3,2;Brad Bird;3,3
816,Kate Winslet ; Liam Hemsworth ; Sarah Snook ;27 décembre 2016;Haute couture;;Jocelyn Moorhouse;4
"817,,24 février 2016,Merci Patron!,""4,1"",François Ruffin,""4,4""";;;;;;;
818,Emma Watson ; Daniel Brühl ; Michael Nyqvist ;20-juil-16;Colonia;2,9;Florian Gallenberger;4,2
819,Jason Statham ; Michael Angarano ; Milo Ventimiglia ;14-janv-15;Joker;2,2;Simon West;2
820,Cate Blanchett ; Rooney Mara ; Kyle Chandler ;13-janv-16;Carol;4;Todd Haynes;4,1
821,Marina Foïs ; Laurent Lafitte ; Alexandre Desrousseaux ;4 février 2015;Papa ou maman;3,6;Martin Bourboulon;3,3
822,Britt Robertson ; Scott Eastwood ; Alan Alda ;15-juil-15;Chemins croisés;;George Tillman Jr.;4,1
823,Charlize Theron ; Sterling Jerins ; Nicholas Hoult ;08-avr-15;Dark Places;3;Gilles Paquet-Brenner;3,4
824,Lily James ; Cate Blanchett ; Richard Madden ;25-mars-15;Cendrillon;3;Kenneth Branagh;3,6
825,Gael García Bernal ; Alison Pill ; Mariana Ximenes ;08-juin-16;Zoom;2,6;Pedro Morelli;2,8
826,Kev Adams ; Isabelle Nanty ; Didier Bourdon ;01-juil-15;Les Profs 2;2,3;Pierre-François Martin-Laval;2,4
827,Sami Bouajila ; Franck Gastambide ; Chiara Mastroianni ;30-mars-16;Good Luck Algeria;3,7;Farid Bentoumi;3,4
828,Colin Farrell ; Rachel Weisz ; Jessica Barden ;28-oct-15;The Lobster;3,4;Yórgos Lánthimos;3,2
829,Antonio de la Torre ; Luis Callejo ; Ruth Diaz ;26-avr-17;La Colère d’un homme patient;3,6;Raúl Arévalo;3,1
830,Chris Hemsworth ; Benjamin Walker ; Cillian Murphy ;9 décembre 2015;Au coeur de l'Océan;3,1;Ron Howard;3,7
831,Saoirse Ronan ; Domhnall Gleeson ; Emory Cohen ;09-mars-16;Brooklyn;3,4;John Crowley;3,9
832,Adam Sandler ; Michelle Monaghan ; Kevin James ;22-juil-15;Pixels;3,2;Chris Columbus;2,9
833,Blake Lively ; Michiel Huisman ; Harrison Ford ;22-mai-15;Adaline;;Lee Toland Krieger;4,2
834,Shaïn Boumedine ; Ophélie Bau ; Salim Kechiouche ;21-mars-18;Mektoub My Love : Canto Uno;4;Abdellatif Kechiche;3,5
835,Alain Hernández ; Javier Gutiérrez ; Luis Tosar ;02-nov-17;Insiders: Escape Plan;;Iñaki Dorronsoro;2,8
836,Andrew Bargsted ; Francisco Pérez-Bannen ; Eliseo Fernández ;14-mars-18;Mala Junta;2,7;Claudia Huaiquimilla;3
837,Catherine Deneuve ; Diane Kruger ; Nekfeu ;08-nov-17;Tout nous sépare;2,8;Thierry Klifa;2,9
838,Gilles Lellouche ; Louise Bourgoin ; Manu Payet ;19-avr-17;Sous le même toit;2,8;Dominique Farrugia;2,2
839,Garik Kharlamov ; Ivan Okhlobystin ; Olga Zubkova ;14 février 2018;La Princesse des glaces;2,6;Aleksey Tsitsilin;3
840,Quim Gutiérrez ; Verónica Echegui ; Aura Garrido ;08-mars-18;La Jeune fille et la brume;;Andrés M. Koppel;2,7
841,Rebecca Hall ; Dan Stevens ; Gina Gershon ;01-mars-18;Permission;;Brian Crano;2,4
842,Emma Booth ; Ashleigh Cummings ; Stephen Curry ;12-juil-17;Love Hunters;3,4;Ben Young;3,6
843,Dev Patel ; Rooney Mara ; Nicole Kidman ;22 février 2017;Lion;3,1;Garth Davis;4,5
844,Céline Sallette ; Lambert Wilson ; Stéphane De Groodt ;05-avr-17;Corporate;3,4;Nicolas Silhol;3,8
845,Garance Marillier ; Ella Rumpf ; Rabah Naït Oufella ;15-mars-17;Grave;4,1;Julia Ducournau;3,6
846,Laetitia Dosch ; Grégoire Monsaingeon ; Souleymane Seye Ndiaye ;01-nov-17;Jeune Femme;3,9;Léonor Serraille;3,5
847,Kad Merad ; Samir Guesmi ; Renély Alfred ;08-nov-17;La Mélodie;2,9;Rachid Hami;3,4
848,Ryûnosuke Kamiki ; Mone Kamishiraishi ; Masami Nagasawa ;28 décembre 2016;Your Name;4;Makoto Shinkai;4,6
849,Medi Sadoun ; Anne Marivin ; Pascal Demolon ;08-mars-17;Baby Phone;2,5;Olivier Casas;3
850,Ryan Gosling ; Emma Stone ; John Legend ;25-janv-17;La La Land;4,4;Damien Chazelle;4,3
851,James McAvoy ; Anya Taylor-Joy ; Betty Buckley ;22 février 2017;Split;3,7;M. Night Shyamalan;4,1
852,Nawell Madani ; François Berléand ; Mimoun Benabderrahmane ;29-nov-17;C'est tout pour moi;3;Nawell Madani;4,5
853,Luis Tosar ; Raúl Arévalo ; Rodrigo De la Serna ;24-janv-17;Insiders;;Daniel Calparsoro;2,4
854,Isabelle Huppert ; André Marcon ; Roman Kolinka ;06-avr-16;L'Avenir;3,8;Mia Hansen-Løve;3,2
"855,,27 septembre 2017,L'Intelligence des Arbres,""2,8"",Julia Dordel,""3,7""";;;;;;;
856,Andrew Garfield ; Vince Vaughn ; Teresa Palmer ;09-nov-16;Tu ne tueras point;3;Mel Gibson;4,5
857,Eddie Redmayne ; Katherine Waterston ; Dan Fogler ;16-nov-16;Les Animaux fantastiques;3,5;David Yates;4,1
858,Emmanuelle Devos ; Suzanne Clément ; Richard Berry ;11-oct-17;Numéro Une;3,3;Tonie Marshall;3,4
859,Brad Pitt ; Marion Cotillard ; Jared Harris ;23-nov-16;Alliés;2,8;Robert Zemeckis;3,5
860,Jennifer Lawrence ; Chris Pratt ; Michael Sheen ;28 décembre 2016;Passengers;3,2;Morten Tyldum;3,9
861,Ryan Reynolds ; Morena Baccarin ; Ed Skrein ;10 février 2016;Deadpool;3;Tim Miller;4,2
862,Omar Sy ; Gloria Colston ; Clémence Poésy ;7 décembre 2016;Demain Tout Commence;3,2;Hugo Gélin;4,3
863,Benedict Cumberbatch ; Chiwetel Ejiofor ; Tilda Swinton ;26-oct-16;Doctor Strange;3,1;Scott Derrickson;4
864,Margot Robbie ; Will Smith ; Jared Leto ;3 août 2016;Suicide Squad;2;David Ayer;2,9
865,Amy Adams ; Jeremy Renner ; Forest Whitaker ;7 décembre 2016;Premier Contact;4,1;Denis Villeneuve;4,1
866,Chris Evans ; Robert Downey Jr. ; Scarlett Johansson ;27-avr-16;Captain America: Civil War;3,2;Anthony Russo;4
